"","BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"12464",10110438,"H","Direction TBD","Location Description T/K","P","MN011",983450.72894889,198015.32777247,983485.79183325,198048.64278638,"Street Name TBD","",21650,"POINT (-74.002882973 40.7101830096)"
"12465",10810151,"H","NE","NE corner of YORK AV and E 62 ST","D","MN081",995862.11718381,216374.01940146,995826.89612565,216367.13260421,"YORK AV","E 62 ST",21117,"POINT (-73.9580833749 40.7605654987)"
"12469",10510310,"H","Direction TBD","Location Description T/K","B","MN051",986914.45332064,209313.79566105,986894.37216677,209277.45606363,"Street Name TBD","",1836,"POINT (-73.9903848357 40.7411941929)"
"12470",10410081,"H","NW","NW corner of 7 AV and W 15 ST","D","MN041",984451.36966415,208679.83269013,984457.73907398,208637.89281338,"7 AV","W 15 ST",1967,"POINT (-73.9992733399 40.7394545212)"
"12472",10630072,"H","SW","SW corner of 1 AV and E 58 ST","B","MN063",994572.68209864,215782.6144163,994613.69973314,215796.43492672,"1 AV","E 58 ST",5687,"POINT (-73.9627387968 40.7589438432)"
"12479",10820104,"H","SW","SW corner of LEXINGTON AV and E 76 ST","P","MN082",995171.12939256,220893.08188564,995207.71068423,220902.25837646,"LEXINGTON AV","E 76 ST",3852,"POINT (-73.9605703123 40.7729700339)"
"12481",10510166,"H","NW","NW corner of 5 AV and W 25 ST","B","MN051",987394.82998456,209973.38390879,987383.01209481,209942.98206672,"5 AV","W 25 ST",1565,"POINT (-73.9886510008 40.7430044404)"
"12482",21110020,"H","W","W corner of MORRIS PARK AV and HONE AVE","D","BX111",1024374.00733839,248586.9641618,1024425.36911231,248576.5567023,"MORRIS PARK AV","HONE AVE",7139,"POINT (-73.8549707107 40.8488976192)"
"12489",10630112,"H","NW","NW corner of 1 AV and E 56 ST","B","MN063",994359.26520264,215379.71266305,994361.58737648,215341.60315922,"1 AV","E 56 ST",3211,"POINT (-73.9635097615 40.7578382276)"
"12490",40530009,"H","Direction TBD","Location Description T/K","B","QW053",1009948.14741065,194376.08570713,1009953.82844799,194335.53159861,"Street Name TBD","",18095,"POINT (-73.9073206292 40.7001568695)"
"12493",11210042,"H","Direction TBD","Location Description T/K","P","MN121",1000626.8678249,245943.29129955,1000605.57676797,245906.58547638,"Street Name TBD","",7243,"POINT (-73.9408117882 40.8417174941)"
"12497",30210014,"H","NE","NE corner of MONTAGUE ST and CLINTON ST","B","BKN021",986420.61900649,192246.37572771,986369.55611648,192231.8268723,"MONTAGUE ST","CLINTON ST",9466,"POINT (-73.9921724303 40.6943483589)"
"12514",10220205,"H","NE","NE corner of BLEECKER ST and MINETTA ST","B","MN022",983736.14274815,205099.75290805,983691.03457065,205106.37428588,"BLEECKER ST","MINETTA ST",394,"POINT (-74.0018540255 40.7296280714)"
"12520",10220163,"H","NW","NW corner of LA GUARDIA PL and BLEECKER ST","B","MN022",984524.54012148,204595.81461146,984530.82947898,204558.61947589,"LA GUARDIA PL","BLEECKER ST",338,"POINT (-73.9990094646 40.7282448945)"
"12527",10210315,"H","NE","NE corner of GRAND ST and GREENE ST","D","MN021",983699.46335956,202190.05859621,983661.62846148,202194.04415254,"GRAND ST","GREENE ST",21601,"POINT (-74.0019861287 40.7216416653)"
"12528",10630248,"H","NE","NE corner of 3 AV and E 54 ST","B","MN063",992938.10564339,215565.97016455,992900.47809398,215557.16703255,"3 AV","E 54 ST",48998,"POINT (-73.9686393147 40.7583509675)"
"12529",10510121,"H","SE","SE corner of E 23 ST and BROADWAY","B","MN051",987296.54671656,209260.98999238,987281.70980398,209320.84748422,"E 23 ST","BROADWAY",1260,"POINT (-73.9890060061 40.7410491311)"
"12531",20310115,"H","NW","NW corner of PROSPECT AV and JENNINGS ST","D","BX031",1012791.45635656,242470.39338972,1012808.47272673,242417.2973673,"PROSPECT AV","JENNINGS ST",15738,"POINT (-73.8968621328 40.8321544635)"
"12539",10610220,"H","Direction TBD","Location Description T/K","B","MN061",988032.96748781,206440.03533247,987989.5097123,206361.65176891,"Street Name TBD","",60407,"POINT (-73.98635009 40.733306024)"
"12544",41420169,"H","Direction TBD","Location Description T/K","P","QE142",1035756.14894414,151996.16456163,1035742.95525373,152018.52287614,"Street Name TBD","",14196,"POINT (-73.8145688263 40.5837207822)"
"12558",10620161,"H","SE","SE corner of MADISON AV and E 39 ST","B","MN062",989623.57454281,212780.90421239,989619.18216315,212824.52157922,"MADISON AV","E 39 ST",2781,"POINT (-73.9806057092 40.7507093051)"
"12564",31530023,"H","SW","SW corner of EMMONS AV and SHEEPSHEAD BAY RD","B","BKS153",998009.46918832,151754.76904705,998003.16660078,151799.71843645,"EMMONS AV","SHEEPSHEAD BAY RD",17114,"POINT (-73.9504639194 40.5831971556)"
"12570",30330037,"H","S","S side of FULTON ST between VERONA PL and NEW YORK AV","B","BKN033",999307.56272073,187021.81826347,999310.84092263,187068.25817758,"FULTON ST","VERONA PL/NEW YORK AV",9772,"POINT (-73.9457119089 40.6799956055)"
"12599",31710041,"H","N","N corner of RUTLAND RD and E 91 ST","D","BKN171",1004152.01005282,180328.25455089,1004145.54713923,180299.44260064,"RUTLAND RD","E 91 ST",10544,"POINT (-73.9282656512 40.6616137107)"
"12601",31730060,"H","SE","SE corner of CHURCH AV and E 52 ST","D","BKN173",1004145.10028973,176829.73792589,1004116.22633173,176869.39040563,"CHURCH AV","E 52 ST",20273,"POINT (-73.928300878 40.6520110683)"
"12602",31440078,"H","SE","SE corner of CONEY ISLAND AV and AV J","D","BKS144",993995.17111456,166846.62436196,993959.51797065,166879.89890172,"CONEY ISLAND AV","AV J",38102,"POINT (-73.964894197 40.6246265422)"
"12604",10620154,"H","SE","SE corner of 3 AV and E 35 ST","B","MN062",990476.94816415,211130.2221463,990469.81694481,211169.87921922,"3 AV","E 35 ST",2770,"POINT (-73.977527244 40.7461780387)"
"12615",31020114,"H","Direction TBD","Location Description T/K","B","BKS102",978099.5762654,168584.59857629,978079.35297321,168558.91191102,"Street Name TBD","",15146,"POINT (-74.0221577438 40.6294001409)"
"12618",21110007,"H","E","E corner of MORRIS PARK AV and HAIGHT AV","D","BX111",1024979.03631206,248795.85678864,1024941.06689981,248806.40893288,"MORRIS PARK AV","HAIGHT AV",6942,"POINT (-73.8527825526 40.8494681968)"
"12625",10710122,"H","SW","SW corner of BROADWAY and W 66 ST","B","MN071",989091.49030514,221198.69675997,989119.86196756,221229.09827396,"BROADWAY","W 66 ST",3395,"POINT (-73.9825200436 40.7738142872)"
"12626",41210239,"H","S","S corner of JAMAICA AV and 165 ST","B","QE121",1041104.23437656,196277.88111614,1041109.72878814,196328.41972897,"JAMAICA AV","165 ST",20659,"POINT (-73.7949416534 40.7052315131)"
"12628",40520018,"H","N","N corner of MYRTLE AV and ONDERDONK AV","B","QW052",1011632.11615556,194550.70478046,1011619.40358256,194518.2888348,"MYRTLE AV","ONDERDONK AV",16456,"POINT (-73.9012467563 40.7006311072)"
"12633",10510034,"H","NW","NW corner of E 14 ST and UNION SQ W","B","MN051",986532.00132965,207204.06300388,986545.58594814,207163.17791505,"E 14 ST","UNION SQ W",1163,"POINT (-73.9917656989 40.7354036064)"
"12638",10730006,"H","NE","NE corner of W 86 ST and RIVERSIDE DR","B","MN073",989774.65560548,227087.35525821,989727.27873173,227095.73024146,"W 86 ST","RIVERSIDE DR",3962,"POINT (-73.9800486674 40.7899766914)"
"12639",10210312,"H","NE","NE corner of CANAL ST and CENTRE ST","B","MN021",984337.04016839,200877.99921246,984295.62653731,200882.94441254,"CANAL ST","CENTRE ST",602,"POINT (-73.9996860088 40.718040395)"
"12642",10510284,"H","NW","NW corner of PARK AVE and E 32 ST","B","MN051",989118.14773214,211075.26425096,989125.68577482,211032.55994006,"PARK AVE","E 32 ST",1813,"POINT (-73.9824311289 40.7460280455)"
"12645",10820049,"H","SE","SE corner of 2 AV and E 75 ST","D","MN082",996208.53446998,220018.3559448,996196.0026709,220052.86046897,"2 AV","E 75 ST",21964,"POINT (-73.9568264181 40.7705677973)"
"12650",10520360,"H","Direction TBD","Location Description T/K","B","MN052",989679.69024423,213652.85227163,989693.33892035,213677.52810782,"Street Name TBD","",2376,"POINT (-73.9804024725 40.7531025475)"
"12653",10110418,"H","","","P","MN011",982267.6250159,195473.7514908,NA,NA,"","",18433,"POINT (-74.0071496842 40.7032067967)"
"12659",10710269,"H","Direction TBD","Location Description T/K","P","MN071",988053.30767022,222583.02469997,988063.14997153,222577.60751947,"Street Name TBD","",37703,"POINT (-73.986267566 40.7776144113)"
"12670",10420130,"H","NW","NW corner of 8 AV and W 35 ST","B","MN042",986161.54668997,213643.42873405,986171.60703731,213597.8668173,"8 AV","W 35 ST",890,"POINT (-73.9931006055 40.7530781428)"
"12678",31020037,"H","N","N corner of 86 ST and FT HAMILTON PKWY","B","BKS102",977459.1740029,165395.48093879,977459.24913397,165360.11224313,"86 ST","FT HAMILTON PKWY",18966,"POINT (-74.0244616721 40.6206462141)"
"12686",10520089,"H","Direction TBD","Location Description T/K","B","MN052",990436.35277289,216222.13912781,990461.86959657,216267.83244395,"Street Name TBD","",2087,"POINT (-73.9776690661 40.7601540877)"
"12691",10510575,"H","Direction TBD","Location Description T/K","B","MN051",987398.42971489,209375.28799214,987382.12075267,209345.51393528,"Street Name TBD","",2553,"POINT (-73.9886382901 40.7413628149)"
"12692",10520569,"H","NW","NW corner of 5 AV and W 40 ST","B","MN052",989263.41843897,213414.3494678,989270.13758564,213356.31185421,"5 AV","W 40 ST",2483,"POINT (-73.9819051114 40.7524481636)"
"12693",40520033,"H","NE","NE corner of MYRTLE AV and FOREST AV","B","QW052",1011982.68468015,194556.41572705,1011944.28482257,194524.38790396,"MYRTLE AV","FOREST AV",17265,"POINT (-73.8999824131 40.7006456907)"
"12694",10820162,"H","SW","SW corner of LEXINGTON AV and E 71 ST","B","MN082",994505.72980472,219705.4668068,994547.24940673,219712.84146397,"LEXINGTON AV","E 71 ST",4784,"POINT (-73.9629744856 40.7697111377)"
"12697",40210017,"H","NW","NW corner of ROOSEVELT AV and 63 ST","D","QW021",1011618.75791456,211065.35318156,1011645.16140506,211040.46018672,"ROOSEVELT AV","63 ST",15434,"POINT (-73.9012277745 40.7459598302)"
"12699",10710258,"H","NW","NW corner of CENTRAL PARK W and W 61 ST","B","MN071",989478.4708304,219630.60212713,989489.61746165,219583.29940021,"CENTRAL PARK W","W 61 ST",36011,"POINT (-73.9811240899 40.7695100565)"
"12718",10420275,"H","NW","NW corner of AVE OF THE AMERICAS and W 22 ST","B","MN042",986077.90774964,209774.08673522,986087.99171898,209728.60585505,"AVE OF THE AMERICAS","W 22 ST",1384,"POINT (-73.9934035374 40.7424577896)"
"12720",10830151,"H","SW","SW corner of EAST END AV and E 81 ST","B","MN083",998828.75396706,220423.0047418,998860.41958615,220437.42761321,"EAST END AV","E 81 ST",3864,"POINT (-73.9473658329 40.7716745195)"
"12723",11110226,"H","Direction TBD","Location Description T/K","P","MN111",996917.55306506,226960.1452108,996882.14209451,226979.68789486,"Street Name TBD","",96703,"POINT (-73.9542535792 40.7896201821)"
"12733",10520370,"H","NW","NW corner of PARK AV and E 54 ST","B","MN052",991921.81338464,216157.66222264,991921.97939481,216094.84312254,"PARK AV","E 54 ST",2386,"POINT (-73.9723070593 40.7599759509)"
"12735",21210064,"H","SW","SW corner of E GUN HILL RD and PAULDING AV","D","BX121",1023437.40619323,257956.19509521,1023475.28899148,257967.18424647,"E GUN HILL RD","PAULDING AV",11352,"POINT (-73.8583012934 40.8746175054)"
"12736",10840088,"H","SW","SW corner of EAST END AV and E 85 ST","B","MN084",999338.28510022,221347.51732847,999370.03503673,221354.6524848,"EAST END AV","E 85 ST",3084,"POINT (-73.9455241802 40.7742112093)"
"12739",10510143,"H","SE","SE corner of PARK AV S and E 20 ST","B","MN051",987688.08136655,208183.86320964,987675.83959314,208230.88247254,"PARK AV S","E 20 ST",18861,"POINT (-73.9875936357 40.7380925419)"
"12747",10510269,"H","NW","NW corner of 5 AV and W 31 ST","B","MN051",988125.93974282,211340.56063639,988125.15956065,211292.12635005,"5 AV","W 31 ST",1798,"POINT (-73.9860117987 40.746756708)"
"12748",10510505,"H","Direction TBD","Location Description T/K","B","MN051",986725.32574615,212781.28150822,986748.96724197,212767.95739652,"Street Name TBD","",2138,"POINT (-73.9910660607 40.750711627)"
"12753",11220198,"H","SW","SW corner of W 181 ST and WADSWORTH AV","B","MN122",1002170.26696905,248868.0994263,1002206.85154156,248891.56755522,"W 181 ST","WADSWORTH AV",8722,"POINT (-73.9352259207 40.8497422336)"
"12758",10110344,"H","Direction TBD","Location Description T/K","P","MN011",980146.89598964,200329.44978464,980163.94473555,200319.34008669,"Street Name TBD","",6376,"POINT (-74.0148013186 40.7165338074)"
"12762",10730177,"H","NW","NW corner of W 86 ST and BROADWAY","B","MN073",990671.67480882,226588.99831531,990726.73867506,226534.51089147,"W 86 ST","BROADWAY",6156,"POINT (-73.9768097152 40.7886082292)"
"12772",10210466,"H","SE","SE corner of BROOME ST and WOOSTER ST","D","MN021",983659.90503973,202590.06895106,983647.60289899,202629.21716672,"BROOME ST","WOOSTER ST",29483,"POINT (-74.0021288753 40.7227395945)"
"12776",10620075,"H","SE","SE corner of LEXINGTON AV and E 45 ST","B","MN062",991297.73982965,213672.4847783,991289.54955731,213718.04997589,"LEXINGTON AV","E 45 ST",5287,"POINT (-73.9745623822 40.7531552922)"
"12782",10230210,"H","NW","Median at NW corner of AVE OF THE AMERICAS and GREENWICH AV","B","MN023",984406.07808806,206656.59297022,984383.15457748,206647.6031588,"AVE OF THE AMERICAS","GREENWICH AV",6914,"POINT (-73.9994368255 40.7339012291)"
"12787",10630223,"H","SE","SE corner of 3 AV and E 57 ST","B","MN063",993245.31073764,216135.9837883,993262.60991564,216212.70706005,"3 AV","E 57 ST",7678,"POINT (-73.9675296611 40.7599152017)"
"12790",10510595,"H","NE","NE corner of E 14 ST and UNION SQ S","B","MN051",986909.79191265,206993.6831753,986859.30021572,206990.62117355,"E 14 ST","UNION SQ S",18019,"POINT (-73.9904025745 40.7348260601)"
"12792",41210029,"H","SE","SE corner of SUTPHIN BLVD and JAMAICA AV","B","QE121",1037542.31335081,194949.4100198,1037530.34290232,194978.3764973,"SUTPHIN BLVD","JAMAICA AV",11758,"POINT (-73.8077990411 40.7016073502)"
"12805",10850021,"H","SW","SW corner of 2 AV and E 89 ST","D","MN085",997925.15013123,223367.20784289,997965.73010255,223386.1444848,"2 AV","E 89 ST",21997,"POINT (-73.9506221518 40.7797570263)"
"12808",30120102,"H","NW","NW corner of BROADWAY and DRIGGS AV","P","BKN012",994679.4466489,197995.64441288,994691.89839564,197955.1323548,"BROADWAY","DRIGGS AV",20517,"POINT (-73.9623809879 40.7101228727)"
"12809",10310038,"H","E","E corner of MARKET ST and DIVISION ST","B","MN031",985744.23551673,199448.95351413,985712.10992481,199475.13259563,"MARKET ST","DIVISION ST",518,"POINT (-73.9946099699 40.714117881)"
"12822",40210031,"H","SW","SW corner of ROOSEVELT AV and 64 ST","D","QW021",1011865.41752623,210965.47214772,1011912.9889534,211029.49268897,"ROOSEVELT AV","64 ST",17492,"POINT (-73.9003380055 40.7456849152)"
"12827",10840110,"H","Direction TBD","Location Description T/K","B","MN084",999623.04207665,221620.00661288,999595.19641568,221635.54508489,"Street Name TBD","",3484,"POINT (-73.9444954502 40.7749586301)"
"12829",30120095,"H","NE","NE corner of BROADWAY and DRIGGS AV","P","BKN012",994757.10200539,197951.04870156,994725.04465482,197937.46834813,"BROADWAY","DRIGGS AV",19621,"POINT (-73.9621009546 40.7100003762)"
"12830",30220022,"H","E","E corner of ATLANTIC AV and SMITH ST","B","BKN022",987337.64866848,190182.66102313,987295.03425239,190177.64922214,"ATLANTIC AV","SMITH ST",9619,"POINT (-73.988866433 40.6886836658)"
"12836",10220117,"H","SW","SW corner of AVE OF THE AMERICAS and GREENWICH AV","O","MN022",984326.16879906,206583.95630446,984352.26028231,206583.24141088,"AVE OF THE AMERICAS","GREENWICH AV",73,"POINT (-73.9997251619 40.7337018604)"
"12843",10110404,"H","SW","SW corner of WEST ST and WARREN ST","P","MN011",980520.31092523,200290.61160772,980557.61892147,200307.54858172,"WEST ST","WARREN ST",18419,"POINT (-74.0134542599 40.7164273712)"
"12846",41210010,"H","N","N corner of JAMAICA AV and 164 ST","B","QE121",1040921.81577815,196317.36135213,1040906.08746314,196279.96182063,"JAMAICA AV","164 ST",13354,"POINT (-73.7955992549 40.705341047)"
"12847",40830065,"H","NW","NW corner of MAIN ST and 76 AV","D","QE083",1034139.06917307,202641.98223305,1034185.94965672,202624.14499839,"MAIN ST","76 AV",13740,"POINT (-73.8200159439 40.7227414265)"
"12852",10510131,"H","NE","NE corner of AVE OF THE AMERICAS and W 25 ST","B","MN051",986581.7305609,210419.67960413,986543.86679147,210403.16159254,"AVE OF THE AMERICAS","W 25 ST",1501,"POINT (-73.9915851429 40.7442296624)"
"12854",10330069,"H","NW","NW corner of AV A and E 5 ST","D","MN033",988547.02223398,203423.01676022,988570.00027255,203410.28196754,"AV A","E 5 ST",735,"POINT (-73.9844971762 40.7250248104)"
"12856",40320033,"H","SW","SW corner of NORTHERN BLVD and 70 ST","P","QW032",1012870.85416365,214056.87114863,1012907.71793506,214095.94652981,"NORTHERN BLVD","70 ST",12001,"POINT (-73.8966963055 40.7541668227)"
"12859",10820008,"H","SE","SE corner of YORK AV and E 73 ST","B","MN082",997229.5695014,218843.52003989,997217.30640256,218878.37790979,"YORK AV","E 73 ST",5547,"POINT (-73.9531424717 40.7673417383)"
"12861",31610150,"H","NE","NE corner of PITKIN AV and THOMAS S BOYLAND ST","D","BKN161",1008269.21015173,183184.95224954,1008251.20165756,183146.8351998,"PITKIN AV","THOMAS S BOYLAND ST",15449,"POINT (-73.9134155409 40.6694444962)"
"12864",30230152,"H","NE","NE corner of FULTON ST and S ELLIOTT PL","D","BKN023",991082.20318723,189510.58986072,991068.91052111,189485.55886795,"FULTON ST","S ELLIOTT PL",20611,"POINT (-73.9753648508 40.6868368862)"
"12870",40230150,"H","SE","Median at SE corner of JACKSON AV and PULASKI BR","B","QW023",997766.50084223,210038.12229638,997764.07171322,210035.65281314,"JACKSON AV","PULASKI BR",101580,"POINT (-73.9512217982 40.7431723609)"
"12875",10910143,"H","NW","NW corner of W 116 ST and MORNINGSIDE DR","P","MN091",995484.34694198,233065.35248855,995497.75931673,233005.63640063,"W 116 ST","MORNINGSIDE DR",38628,"POINT (-73.9594191115 40.8063792506)"
"12879",11010078,"H","Direction TBD","Location Description T/K","B","MN101",997971.95449956,234247.08240855,997994.57028621,234287.86264714,"Street Name TBD","",4860,"POINT (-73.9504309217 40.8096192586)"
"12882",30150096,"H","Direction TBD","Location Description T/K","B","BKN015",1000466.33008823,194659.3043008,1000474.74661329,194631.2525295,"Street Name TBD","",642,"POINT (-73.9415157401 40.7009566936)"
"12885",40230028,"H","NW","NW corner of VERNON BLVD and 47 AV","D","QW023",997179.10077031,210968.98887296,997205.22309339,210907.85907397,"VERNON BLVD","47 AV",8866,"POINT (-73.9533398114 40.7457282348)"
"12897",10620320,"H","SE","SE corner of 3 AV and E 34 ST","D","MN062",990398.46013215,210855.20563596,990328.98389314,210916.59593314,"3 AV","E 34 ST",64402,"POINT (-73.9778107549 40.7454232423)"
"12903",31020106,"H","E","E corner of BAY RIDGE PKWY and 5 AV","B","BKS102",978056.22300564,168608.73763563,977995.66210315,168628.74382922,"BAY RIDGE PKWY","5 AV",18339,"POINT (-74.022313952 40.6294663674)"
"12905",31430028,"H","E","E corner of FLATBUSH AV and E 28 ST","B","BKS143",998224.06751239,170622.79364689,998203.38743565,170597.15885563,"FLATBUSH AV","E 28 ST",13619,"POINT (-73.9496522922 40.6349856672)"
"12908",10630152,"H","SE","SE corner of 3 AV and E 58 ST","B","MN063",993412.01348823,216424.7509273,993403.93837315,216469.33384338,"3 AV","E 58 ST",3776,"POINT (-73.9669275213 40.7607076222)"
"12909",30220133,"H","E","E corner of SCHERMERHORN ST and BOND ST","B","BKN022",988756.96407132,190022.47269522,988718.08488397,190016.68038397,"SCHERMERHORN ST","BOND ST",9020,"POINT (-73.9837487161 40.6882433767)"
"12911",10420188,"H","Direction TBD","Location Description T/K","B","MN042",985438.39951423,213581.85635063,985461.22470594,213622.63282075,"Street Name TBD","",1182,"POINT (-73.9957106901 40.752909269)"
"12912",10850034,"H","SE","SE corner of 3 AV and E 95 ST","D","MN085",998177.9042189,225024.10282305,998170.61814423,225067.08272396,"3 AV","E 95 ST",4811,"POINT (-73.9497060797 40.7843043679)"
"12915",20710113,"H","NW","NW corner of UNIVERSITY AV and FATHER ZEISER PL","O","BX071",1010743.27967864,254226.5158748,1010789.28089897,254200.84007314,"UNIVERSITY AV","FATHER ZEISER PL",20261,"POINT (-73.904216999 40.8644279127)"
"12918",10110199,"H","SE","SE corner of PINE ST and NASSAU ST","B","MN011",981435.64570873,197023.96164496,981427.04303564,197088.22759254,"PINE ST","NASSAU ST",3356,"POINT (-74.0101509698 40.7074615329)"
"12926",10110134,"H","Direction TBD","Location Description T/K","P","MN011",979885.6730869,200180.24437438,979873.80792896,200160.36375983,"Street Name TBD","",2752,"POINT (-74.0157435434 40.7161241492)"
"12934",10810258,"H","SE","SE corner of 1 AV and E 67 ST","D","MN081",995823.85708973,217773.25380771,995819.03164007,217815.67990397,"1 AV","E 67 ST",21264,"POINT (-73.9582190745 40.7644060868)"
"12936",10340079,"H","NW","NW corner of 2 AV and ST MARKS PLACE","B","MN034",987645.30061223,204798.41361572,987646.40067564,204755.68273005,"2 AV","ST MARKS PLACE",683,"POINT (-73.9877497191 40.728800332)"
"12945",10340133,"H","SW","SW corner of AV C and E 9 ST","D","MN034",990280.82322831,203497.1055228,990322.60923398,203514.52379505,"AV C","E 9 ST",889,"POINT (-73.9782418919 40.725227154)"
"12947",41220002,"H","W","W corner of HOLLIS AV and 104 AV","D","QE122",1049449.9965564,197071.17480514,1049485.39445148,197060.7640648,"HOLLIS AV","104 AV",20390,"POINT (-73.7648331272 40.7073513498)"
"12948",10520412,"H","SE","SE corner of PARK AV and E 55 ST","B","MN052",992144.48780806,216180.39544489,992133.71125481,216236.49310172,"PARK AV","E 55 ST",2435,"POINT (-73.971503245 40.7600381518)"
"12956",10230046,"H","NE","NE corner of UNIVERSITY PL and E 10 ST","B","MN023",986036.91504948,206238.85660097,985994.36329731,206233.93764755,"UNIVERSITY PL","E 10 ST",412,"POINT (-73.9935524088 40.7327544663)"
"12959",10510098,"H","NW","NW corner of LEXINGTON AV and E 24 ST","B","MN051",988593.29674773,209020.28017196,988595.91321231,208973.61392671,"LEXINGTON AV","E 24 ST",1434,"POINT (-73.9843266135 40.7403879007)"
"12962",20620030,"H","N","N corner of BRONX PARK S and BOSTON RD","P","BX062",1018185.44622473,246877.72217347,1018203.99540024,246830.07495906,"BRONX PARK S","BOSTON RD",11027,"POINT (-73.8773480477 40.844232211)"
"12966",10850157,"H","NE","NE corner of YORK AV and E 91 ST","B","MN085",999633.24349982,223171.05469188,999588.51261814,223157.37558538,"YORK AV","E 91 ST",3056,"POINT (-73.9444550669 40.7792158301)"
"12972",30910022,"H","NW","NW corner of NOSTRAND AV and UNION ST","D","BKN091",997915.61406106,183060.7605688,997940.01525898,183023.4200923,"NOSTRAND AV","UNION ST",11659,"POINT (-73.9507384294 40.6691256534)"
"12975",10110031,"H","S","S corner of 1 PL and LITTLE WEST ST","P","MN011",979476.72672631,196377.98098154,979519.07769148,196392.51376088,"1 PL","LITTLE WEST ST",4641,"POINT (-74.0172160499 40.7056876285)"
"12987",10830070,"H","SE","SE corner of E 79 ST and LEXINGTON AV","B","MN083",995642.05561607,221529.62982513,995643.95981173,221576.81083313,"E 79 ST","LEXINGTON AV",5400,"POINT (-73.9588689995 40.7747165966)"
"12991",10220057,"H","SE","SE corner of BROADWAY and BLEECKER ST","B","MN022",985427.55275114,203883.80094363,985412.68138981,203940.03508313,"BROADWAY","BLEECKER ST",26,"POINT (-73.9957515371 40.7262905163)"
"12997",41350040,"H","SE","SE corner of 237 ST and 129 AV","D","QE135",1059100.10192806,187141.99387613,1059073.75125898,187197.45373897,"237 ST","129 AV",91664,"POINT (-73.7301371414 40.680021805)"
"13006",10430291,"H","NE","NE corner of 10 AV and W 42 ST","P","MN043",985609.93558848,216101.67578605,985548.41602647,216043.40326481,"10 AV","W 42 ST",1715,"POINT (-73.9950910524 40.7598255064)"
"13012",10850068,"H","NW","NW corner of MADISON AV and E 91 ST","B","MN085",996280.24954964,224996.34697305,996283.05630256,224958.71351813,"MADISON AV","E 91 ST",5200,"POINT (-73.9565585944 40.7842309723)"
"13019",10850285,"H","SW","SW corner of MADISON AV and E 89 ST","P","MN085",995991.71436556,224444.33462563,996011.2097334,224469.53798729,"MADISON AV","E 89 ST",96666,"POINT (-73.9576014638 40.7827162334)"
"13023",10630261,"H","SE","SE corner of LEXINGTON AV and E 46 ST","B","MN063",991429.66837156,213907.67394046,991416.71465731,213946.17616005,"LEXINGTON AV","E 46 ST",69207,"POINT (-73.9740859575 40.7538007206)"
"13024",40740025,"H","SE","SE corner of NORTHERN BLVD and 171 ST","D","QE074",1040842.18339148,215415.36580697,1040834.36844648,215485.64191313,"NORTHERN BLVD","171 ST",11408,"POINT (-73.7957258379 40.7577607519)"
"13025",30210013,"H","Direction TBD","Location Description T/K","B","BKN021",989366.3273539,190506.33097947,989389.30979048,190515.10364798,"Street Name TBD","",9339,"POINT (-73.9815510967 40.6895711251)"
"13027",10810039,"H","NE","NE corner of 1 AV and E 60 ST","P","MN081",994994.68716015,216263.71712863,994954.34537731,216252.45107505,"1 AV","E 60 ST",21092,"POINT (-73.9612147403 40.760263844)"
"13028",10520649,"H","SE","SE corner of AVE OF THE AMERICAS and W 57 ST","B","MN052",990590.76519373,217650.38955213,990582.28719232,217694.48559254,"AVE OF THE AMERICAS","W 57 ST",4335,"POINT (-73.9771103351 40.7640741583)"
"13036",10850140,"H","SW","SW corner of MADISON AV and E 88 ST","B","MN085",995842.52929647,224229.29568563,995882.77823173,224239.32519314,"MADISON AV","E 88 ST",2879,"POINT (-73.9581405319 40.7821262056)"
"13039",30910004,"H","NW","NW corner of PRESIDENT ST and KINGSTON AV","D","BKN091",1000189.65905364,182563.57488339,1000226.97426772,182534.66516429,"PRESIDENT ST","KINGSTON AV",12694,"POINT (-73.9425421689 40.6677571877)"
"13056",10630022,"H","SW","SW corner of 3 AV and E 54 ST","B","MN063",992769.3815714,215546.47381246,992813.88377897,215558.70246255,"3 AV","E 54 ST",4895,"POINT (-73.9692483677 40.7582976192)"
"13065",10430304,"H","Direction TBD","Location Description T/K","B","MN043",986559.74274398,215208.2139903,986534.55507941,215162.82609854,"Street Name TBD","",1729,"POINT (-73.9916628488 40.7573729852)"
"13069",10110155,"H","SW","SW corner of SOUTH END AV and RECTOR PL","P","MN011",979461.46855474,197579.56158364,979509.7230514,197603.03693038,"SOUTH END AV","RECTOR PL",2951,"POINT (-74.0172719369 40.7089856751)"
"13075",10520049,"H","SW","SW corner of VANDERBILT AV and E 43 ST","B","MN052",990300.47673231,213630.25225122,990353.74106148,213638.79816589,"VANDERBILT AV","E 43 ST",1931,"POINT (-73.9781618715 40.7530401132)"
"13077",10630064,"H","NW","NW corner of 2 AV and E 58 ST","B","MN063",993971.59701473,216248.95436288,993977.61832814,216195.79436421,"2 AV","E 58 ST",5495,"POINT (-73.9649078252 40.7602245082)"
